master_protein	protein_length	protein_description	Intensity.U2OS_1	Intensity.U2OS_2	Intensity.U2OS_3	max
O15439	1325	sp|O15439|MRP4_HUMAN	6.0992535	6.620615	7.002684	7.002684
O15440	1437	sp|O15440|MRP5_HUMAN	5.692891	6.3259185	6.5050995	6.5050995
O15446	510	sp|O15446|RPA34_HUMAN	7.083171	6.635051	6.771551	7.083171
O15460	535	sp|O15460|P4HA2_HUMAN	7.126326	7.224792	7.561495	7.561495
O15479	319	sp|O15479|MAGB2_HUMAN	6.9409815	7.4006015	7.696313	7.696313
O15484	640	sp|O15484|CAN5_HUMAN	6.610306	6.487091	7.3372495	7.3372495
O15498	198	sp|O15498|YKT6_HUMAN	7.567897	7.375719	8.0573905	8.0573905
O15504	423	sp|O15504|NUPL2_HUMAN	NA	6.387336	6.9522295	6.9522295
O15511	151	sp|O15511|ARPC5_HUMAN	7.3255895	7.76703	7.8097445	7.8097445
O15514	142	sp|O15514|RPB4_HUMAN	7.247581	6.608356	7.190976	7.247581
O15516	846	sp|O15516|CLOCK_HUMAN	6.1217595	6.528557	6.700912	6.700912
O15530	556	sp|O15530|PDPK1_HUMAN	6.408579	NA	7.069594	7.069594
O15533	448	sp|O15533|TPSN_HUMAN	NA	6.9732235	7.11985	7.11985
O15550	1401	sp|O15550|KDM6A_HUMAN	NA	6.001301	6.3915515	6.3915515
O15554	427	sp|O15554|KCNN4_HUMAN	6.236033	6.859552	7.135303	7.135303
O43143	795	sp|O43143|DHX15_HUMAN	7.5020305	7.713146	7.887071	7.887071
O43148	476	sp|O43148|MCES_HUMAN	7.198134	7.2504205	7.708209	7.708209
O43149	2961	sp|O43149|ZZEF1_HUMAN	5.697247	5.989793	6.451832	6.451832
O43156	1089	sp|O43156|TTI1_HUMAN	6.5864365	5.4634765	6.881824	6.881824
O43159	456	sp|O43159|RRP8_HUMAN	6.847378	7.239349	7.6835405	7.6835405
O43164	708	sp|O43164|PJA2_HUMAN	5.906965	NA	6.286658	6.286658
O43166	1804	sp|O43166|SI1L1_HUMAN	6.342659	6.254239	6.875043	6.875043
O43169	146	sp|O43169|CYB5B_HUMAN	7.246326	7.969192	6.8238505	7.969192
O43172	522	sp|O43172|PRP4_HUMAN	7.058236	6.82884	7.434585	7.434585
O43175	533	sp|O43175|SERA_HUMAN	7.894061	7.873566	8.3739755	8.3739755
O43181	175	sp|O43181|NDUS4_HUMAN	6.9167225	7.057388	7.749628	7.749628
O43184	909	sp|O43184|ADA12_HUMAN	6.641395	NA	NA	6.641395
O43189	567	sp|O43189|PHF1_HUMAN	6.209005	6.17374	6.3177625	6.3177625
O43194	453	sp|O43194|GPR39_HUMAN	NA	8.347603	6.263589	8.347603
O43237	492	sp|O43237|DC1L2_HUMAN	6.597527	7.052694	7.453244	7.453244
O43242	534	sp|O43242|PSMD3_HUMAN	7.6292525	7.78994	8.032473	8.032473
O43251	390	sp|O43251|RFOX2_HUMAN	6.676813	6.4502095	7.245956	7.245956
O43252	624	sp|O43252|PAPS1_HUMAN	6.980904	7.085362	7.369606	7.369606
O43257	154	sp|O43257|ZNHI1_HUMAN	NA	6.148294	6.519053	6.519053
O43264	779	sp|O43264|ZW10_HUMAN	6.9295845	6.946146	7.536154	7.536154
O43290	800	sp|O43290|SNUT1_HUMAN	7.010646	7.088809	7.538184	7.538184
O43292	621	sp|O43292|GPAA1_HUMAN	6.741108	7.248047	7.39157	7.39157
O43293	454	sp|O43293|DAPK3_HUMAN	6.253919	5.462593	6.7888305	6.7888305
O43294	461	sp|O43294|TGFI1_HUMAN	6.648672	6.757145	6.925822	6.925822
O43299	807	sp|O43299|AP5Z1_HUMAN	6.137194	NA	7.036549	7.036549
O43301	675	sp|O43301|HS12A_HUMAN	6.311775	6.601017	7.1633785	7.1633785
O43303	1012	sp|O43303|CP110_HUMAN	NA	7.113409	NA	7.113409
O43310	598	sp|O43310|CTIF_HUMAN	6.826433	NA	NA	6.826433
O43314	1243	sp|O43314|VIP2_HUMAN	6.329837	6.282169	6.41022	6.41022
O43318	606	sp|O43318|M3K7_HUMAN	6.467386	NA	6.492397	6.492397
O43324	174	sp|O43324|MCA3_HUMAN	7.154089	7.4279745	7.6830175	7.6830175
O43347	362	sp|O43347|MSI1H_HUMAN	6.004677	6.269439	6.9718055	6.9718055
O43353	540	sp|O43353|RIPK2_HUMAN	6.019615	5.808272	6.467164	6.467164
O43374	803	sp|O43374|RASL2_HUMAN	6.352781	NA	6.83917	6.83917
O43379	1518	sp|O43379|WDR62_HUMAN	6.578482	6.523239	6.890812	6.890812
O43390	633	sp|O43390|HNRPR_HUMAN	7.467384	7.860303	8.361312	8.361312
O43395	683	sp|O43395|PRPF3_HUMAN	6.858579	6.929404	7.230168	7.230168
O43396	289	sp|O43396|TXNL1_HUMAN	7.428258	7.549659	7.606564	7.606564
O43399	206	sp|O43399|TPD54_HUMAN	7.4043195	7.797558	8.062706	8.062706
O43402	210	sp|O43402|EMC8_HUMAN	6.9801735	6.695669	7.351677	7.351677
O43414	337	sp|O43414|ERI3_HUMAN	6.524786	6.175541	6.963337	6.963337
O43422	761	sp|O43422|P52K_HUMAN	6.457103	6.754731	6.8095125	6.8095125
O43426	1573	sp|O43426|SYNJ1_HUMAN	6.147923	6.159988	6.1574365	6.159988
O43427	364	sp|O43427|FIBP_HUMAN	6.0668735	6.608203	6.529135	6.608203
O43432	1585	sp|O43432|IF4G3_HUMAN	6.066288	6.205637	6.69363	6.69363
O43447	177	sp|O43447|PPIH_HUMAN	7.298067	6.818866	8.060472	8.060472
O43463	412	sp|O43463|SUV91_HUMAN	5.995977	6.165125	NA	6.165125
O43464	458	sp|O43464|HTRA2_HUMAN	6.3312745	6.7688035	7.41494	7.41494
O43482	229	sp|O43482|MS18B_HUMAN	6.286771	6.174293	6.9630835	6.9630835
O43488	359	sp|O43488|ARK72_HUMAN	6.9690195	7.633428	7.253667	7.633428
O43491	1005	sp|O43491|E41L2_HUMAN	7.348363	7.507424	7.479619	7.507424
O43493	480	sp|O43493|TGON2_HUMAN	6.097986	NA	5.689425	6.097986
O43502	376	sp|O43502|RA51C_HUMAN	6.447267	6.5917085	6.724898	6.724898
O43504	91	sp|O43504|LTOR5_HUMAN	7.251297	6.87505	7.2859355	7.2859355
O43505	415	sp|O43505|B4GA1_HUMAN	NA	NA	6.011528	6.011528
O43516	503	sp|O43516|WIPF1_HUMAN	5.792861	NA	NA	5.792861
O43524	673	sp|O43524|FOXO3_HUMAN	5.717837	NA	NA	5.717837
O43542	346	sp|O43542|XRCC3_HUMAN	5.737065	6.642534	6.711348	6.711348
O43572	662	sp|O43572|AKA10_HUMAN	6.562911	6.633499	6.937418	6.937418
O43583	198	sp|O43583|DENR_HUMAN	6.469064	7.661652	7.4965535	7.661652
O43592	962	sp|O43592|XPOT_HUMAN	7.039652	7.212182	7.358563	7.358563
O43598	174	sp|O43598|DNPH1_HUMAN	5.9677605	7.196093	7.017656	7.196093
O43602	365	sp|O43602|DCX_HUMAN	6.470146	NA	NA	6.470146
O43615	452	sp|O43615|TIM44_HUMAN	6.88039	7.393856	7.522288	7.522288
O43617	180	sp|O43617|TPPC3_HUMAN	7.041077	7.200933	7.478711	7.478711
O43633	222	sp|O43633|CHM2A_HUMAN	6.351313	NA	NA	6.351313
O43639	380	sp|O43639|NCK2_HUMAN	6.282645	7.025511	7.263163	7.263163
O43657	245	sp|O43657|TSN6_HUMAN	NA	6.350286	7.373905	7.373905
O43660	514	sp|O43660|PLRG1_HUMAN	6.9527765	7.134368	7.462817	7.462817
O43663	620	sp|O43663|PRC1_HUMAN	6.630343	7.092964	6.535454	7.092964
O43665	173	sp|O43665|RGS10_HUMAN	6.114244	7.0371265	6.885495	7.0371265
O43670	478	sp|O43670|ZN207_HUMAN	7.5618015	7.9172295	7.960899	7.960899
O43674	189	sp|O43674|NDUB5_HUMAN	6.209278	NA	NA	6.209278
O43676	98	sp|O43676|NDUB3_HUMAN	7.308991	7.4406905	7.2177595	7.4406905
O43677	76	sp|O43677|NDUC1_HUMAN	NA	6.262143	7.0915555	7.0915555
O43678	99	sp|O43678|NDUA2_HUMAN	6.428799	7.27777	7.609829	7.609829
O43681	348	sp|O43681|ASNA_HUMAN	7.150626	7.625251	7.960932	7.960932
O43683	1085	sp|O43683|BUB1_HUMAN	6.44295	6.06473	6.9407695	6.9407695
O43684	328	sp|O43684|BUB3_HUMAN	7.695359	7.946079	7.829304	7.946079
O43688	288	sp|O43688|PLPP2_HUMAN	6.349025	NA	7.045988	7.045988
O43707	911	sp|O43707|ACTN4_HUMAN	7.847246	8.1533625	8.569701	8.569701
O43708	216	sp|O43708|MAAI_HUMAN	7.323751	6.1779135	7.490899	7.490899
O43709	281	sp|O43709|WBS22_HUMAN	7.002166	6.9912565	7.5012545	7.5012545
O43715	76	sp|O43715|TRIA1_HUMAN	6.510156	6.7156395	6.991344	6.991344
O43716	136	sp|O43716|GATC_HUMAN	6.3918705	6.420414	7.067665	7.067665
O43719	755	sp|O43719|HTSF1_HUMAN	6.2692455	6.93098	6.8426755	6.93098
O43731	214	sp|O43731|ERD23_HUMAN	6.428345	NA	NA	6.428345
O43734	574	sp|O43734|CIKS_HUMAN	NA	NA	6.490296	6.490296
O43739	400	sp|O43739|CYH3_HUMAN	6.007449	6.417578	7.305394	7.305394
O43741	272	sp|O43741|AAKB2_HUMAN	6.444841	6.300639	6.905526	6.905526
O43747	822	sp|O43747|AP1G1_HUMAN	6.9923445	6.8921	7.4977	7.4977
O43752	255	sp|O43752|STX6_HUMAN	6.2228805	6.710403	7.123525	7.123525
O43760	224	sp|O43760|SNG2_HUMAN	7.549003	7.939504	7.836679	7.939504
O43765	313	sp|O43765|SGTA_HUMAN	7.4661915	7.7461285	8.054387	8.054387
O43766	372	sp|O43766|LIAS_HUMAN	6.4504445	6.05835	6.3872535	6.4504445
O43768	121	sp|O43768|ENSA_HUMAN	7.021355	7.436687	7.344785	7.436687
O43776	548	sp|O43776|SYNC_HUMAN	7.4906605	7.4017835	7.8607255	7.8607255
O43791	374	sp|O43791|SPOP_HUMAN	6.042103	NA	6.360499	6.360499
O43795	1136	sp|O43795|MYO1B_HUMAN	7.111598	7.179063	7.612417	7.612417
O43805	119	sp|O43805|SSNA1_HUMAN	6.312495	NA	6.907441	6.907441
O43808	307	sp|O43808|PM34_HUMAN	NA	5.921598	6.61417	6.61417
O43809	227	sp|O43809|CPSF5_HUMAN	7.2663075	7.648604	8.165364	8.165364
O43813	399	sp|O43813|LANC1_HUMAN	7.2599025	7.3955145	7.806553	7.806553
O43815	780	sp|O43815|STRN_HUMAN	6.793567	7.275673	7.400553	7.400553
O43818	475	sp|O43818|U3IP2_HUMAN	7.2771855	7.1497435	7.352163	7.352163
O43822	256	sp|O43822|CU002_HUMAN	NA	NA	5.726067	5.726067
O43823	692	sp|O43823|AKAP8_HUMAN	6.453621	7.113074	6.617346	7.113074
O43826	429	sp|O43826|G6PT1_HUMAN	NA	NA	6.62003	6.62003
O43837	385	sp|O43837|IDH3B_HUMAN	7.029059	7.33258	7.959466	7.959466
O43847	1150	sp|O43847|NRDC_HUMAN	7.050213	7.327169	7.5689325	7.5689325
O43852	315	sp|O43852|CALU_HUMAN	7.017534	7.1948445	7.760468	7.760468
O43854	480	sp|O43854|EDIL3_HUMAN	6.609057	6.596905	6.602472	6.609057
O43865	530	sp|O43865|SAHH2_HUMAN	7.173954	6.7450455	7.3370865	7.3370865
O43896	1103	sp|O43896|KIF1C_HUMAN	6.255779	NA	6.715008	6.715008
O43903	313	sp|O43903|GAS2_HUMAN	6.715008	NA	NA	6.715008
O43913	435	sp|O43913|ORC5_HUMAN	6.991474	7.003651	7.2818185	7.2818185
O43920	106	sp|O43920|NDUS5_HUMAN	7.139659	6.8485035	7.548304	7.548304
O43924	150	sp|O43924|PDE6D_HUMAN	7.021065	6.744801	7.248513	7.248513
O43929	436	sp|O43929|ORC4_HUMAN	6.733727	6.416508	7.297235	7.297235
O60216	631	sp|O60216|RAD21_HUMAN	6.6947135	6.6591105	7.287936	7.287936
O60220	97	sp|O60220|TIM8A_HUMAN	7.006509	6.9058275	7.53739	7.53739
O60231	1041	sp|O60231|DHX16_HUMAN	6.496708	6.770587	7.251882	7.251882
O60232	199	sp|O60232|SSA27_HUMAN	7.226211	6.403498	7.586148	7.586148
O60238	219	sp|O60238|BNI3L_HUMAN	NA	6.363988	5.909935	6.363988
O60244	1454	sp|O60244|MED14_HUMAN	6.306489	6.247949	6.8980605	6.8980605
O60256	369	sp|O60256|KPRB_HUMAN	6.505842	6.34649	7.079688	7.079688
O60264	1052	sp|O60264|SMCA5_HUMAN	7.1057835	7.36517	7.4126275	7.4126275
O60268	411	sp|O60268|K0513_HUMAN	5.907943	6.320084	NA	6.320084
O60271	1321	sp|O60271|JIP4_HUMAN	6.4604335	6.509014	7.106115	7.106115
O60279	629	sp|O60279|SUSD5_HUMAN	NA	NA	6.507883	6.507883
O60281	2723	sp|O60281|ZN292_HUMAN	5.385785	NA	NA	5.385785
O60287	2271	sp|O60287|NPA1P_HUMAN	6.3766165	6.8082955	6.9869045	6.9869045
O60291	552	sp|O60291|MGRN1_HUMAN	5.839158	6.569292	6.3355325	6.569292
O60292	1781	sp|O60292|SI1L3_HUMAN	5.732868	NA	NA	5.732868
O60293	1989	sp|O60293|ZC3H1_HUMAN	6.152564	6.643127	NA	6.643127
O60294	686	sp|O60294|TYW4_HUMAN	6.03274	6.4127585	NA	6.4127585
O60296	914	sp|O60296|TRAK2_HUMAN	NA	NA	6.618519	6.618519
O60306	1485	sp|O60306|AQR_HUMAN	6.6182135	6.971438	7.17528	7.17528
O60313	960	sp|O60313|OPA1_HUMAN	6.684473	6.933507	7.198931	7.198931
O60318	1980	sp|O60318|GANP_HUMAN	6.255807	NA	6.430945	6.430945
O60331	668	sp|O60331|PI51C_HUMAN	NA	NA	6.741183	6.741183
O60333	1816	sp|O60333|KIF1B_HUMAN	6.600799	6.628545	6.597586	6.628545
O60337	910	sp|O60337|MARH6_HUMAN	6.979735	6.209247	6.6372795	6.979735
O60341	852	sp|O60341|KDM1A_HUMAN	6.841804	6.983916	7.271938	7.271938
O60343	1298	sp|O60343|TBCD4_HUMAN	6.51163	6.5587835	7.054613	7.054613
O60344	883	sp|O60344|ECE2_HUMAN	6.171463	6.794202	6.553631	6.794202
O60353	706	sp|O60353|FZD6_HUMAN	5.98814	6.470984	7.009925	7.009925
O60361	137	sp|O60361|NDK8_HUMAN	7.609723	7.354166	9.081563	9.081563
O60427	444	sp|O60427|FADS1_HUMAN	6.463538	6.4874825	7.114856	7.114856
O60443	496	sp|O60443|DFNA5_HUMAN	6.742529	7.0846105	7.421746	7.421746
O60447	810	sp|O60447|EVI5_HUMAN	5.700106	NA	6.59521	6.59521
O60476	641	sp|O60476|MA1A2_HUMAN	7.296863	6.4980725	7.354377	7.354377
O60488	711	sp|O60488|ACSL4_HUMAN	6.9282075	6.727252	6.944271	6.944271
O60493	162	sp|O60493|SNX3_HUMAN	7.242592	7.363123	7.791735	7.791735
O60499	249	sp|O60499|STX10_HUMAN	6.553312	NA	6.808697	6.808697
O60502	916	sp|O60502|OGA_HUMAN	6.543658	6.465918	7.31241	7.31241
O60503	1353	sp|O60503|ADCY9_HUMAN	NA	NA	5.686824	5.686824
O60504	671	sp|O60504|VINEX_HUMAN	6.7864595	7.255562	6.9485675	7.255562
O60506	623	sp|O60506|HNRPQ_HUMAN	7.2062145	7.760754	8.28416	8.28416
O60507	370	sp|O60507|TPST1_HUMAN	5.826865	6.204961	6.611575	6.611575
O60508	579	sp|O60508|PRP17_HUMAN	6.448196	6.832139	7.0982415	7.0982415
O60513	344	sp|O60513|B4GT4_HUMAN	6.138556	7.056423	6.646649	7.056423
O60518	1105	sp|O60518|RNBP6_HUMAN	6.45764	6.720292	7.060962	7.060962
O60524	1076	sp|O60524|NEMF_HUMAN	6.703626	6.865548	6.9905615	6.9905615
O60547	372	sp|O60547|GMDS_HUMAN	6.83695	7.064845	6.983617	7.064845
O60551	498	sp|O60551|NMT2_HUMAN	NA	5.926615	7.031732	7.031732
O60563	726	sp|O60563|CCNT1_HUMAN	6.636749	6.685831	6.830473	6.830473
O60566	1050	sp|O60566|BUB1B_HUMAN	6.31855	6.520916	6.530755	6.530755
O60568	738	sp|O60568|PLOD3_HUMAN	6.820767	6.829252	7.5433575	7.5433575
O60573	245	sp|O60573|IF4E2_HUMAN	6.7855065	6.708828	7.139659	7.139659
O60583	730	sp|O60583|CCNT2_HUMAN	NA	NA	6.539302	6.539302
O60610	1272	sp|O60610|DIAP1_HUMAN	6.6555045	6.9567075	7.097917	7.097917
O60613	162	sp|O60613|SEP15_HUMAN	7.14714	6.6275325	6.968899	7.14714
O60645	756	sp|O60645|EXOC3_HUMAN	6.332862	6.499343	7.148078	7.148078
O60664	434	sp|O60664|PLIN3_HUMAN	7.819537	7.8482055	7.975134	7.975134
O60671	282	sp|O60671|RAD1_HUMAN	NA	NA	7.1229385	7.1229385
O60678	531	sp|O60678|ANM3_HUMAN	6.629206	6.1250545	7.054689	7.054689
O60684	536	sp|O60684|IMA7_HUMAN	7.4425265	7.3509285	7.425958	7.4425265
O60701	494	sp|O60701|UGDH_HUMAN	7.1969065	7.481801	7.9032965	7.9032965
O60704	377	sp|O60704|TPST2_HUMAN	6.667601	6.901437	7.140979	7.140979
O60711	386	sp|O60711|LPXN_HUMAN	6.443247	NA	6.783549	6.783549
O60716	968	sp|O60716|CTND1_HUMAN	7.153155	7.3302645	7.729432	7.729432
O60725	284	sp|O60725|ICMT_HUMAN	6.451817	NA	6.446677	6.451817
O60732	1142	sp|O60732|MAGC1_HUMAN	7.52243	7.7339385	7.5526605	7.7339385
O60739	113	sp|O60739|EIF1B_HUMAN	NA	7.095971	7.602244	7.602244
O60749	519	sp|O60749|SNX2_HUMAN	7.311816	7.3315275	7.464966	7.464966
O60762	260	sp|O60762|DPM1_HUMAN	7.1155345	7.3620335	7.711698	7.711698
O60763	962	sp|O60763|USO1_HUMAN	7.159417	7.365244	7.5297585	7.5297585
O60779	497	sp|O60779|S19A2_HUMAN	NA	NA	6.273811	6.273811
O60783	128	sp|O60783|RT14_HUMAN	6.903952	7.3772615	7.521818	7.521818
O60784	492	sp|O60784|TOM1_HUMAN	7.042595	7.64071	7.6449035	7.6449035
O60825	505	sp|O60825|F262_HUMAN	6.073021	6.491151	7.045378	7.045378
O60826	627	sp|O60826|CCD22_HUMAN	6.854682	6.8232525	7.3417525	7.3417525
O60828	265	sp|O60828|PQBP1_HUMAN	7.014016	7.724087	7.418008	7.724087
O60830	172	sp|O60830|TI17B_HUMAN	6.720176	6.8722	6.97964	6.97964
O60831	178	sp|O60831|PRAF2_HUMAN	7.3379405	7.755158	7.409399	7.755158
O60832	514	sp|O60832|DKC1_HUMAN	7.429608	7.4770345	7.735298	7.735298
O60841	1220	sp|O60841|IF2P_HUMAN	6.9364175	7.455439	7.751757	7.751757
O60869	148	sp|O60869|EDF1_HUMAN	7.4597855	7.7860045	8.105715	8.105715
O60870	393	sp|O60870|KIN17_HUMAN	6.3256635	7.000087	7.3172495	7.3172495
O60879	1101	sp|O60879|DIAP2_HUMAN	6.369661	6.332903	6.8925295	6.8925295
O60884	412	sp|O60884|DNJA2_HUMAN	7.362671	7.332991	7.952762	7.952762
O60885	1362	sp|O60885|BRD4_HUMAN	6.72372	7.063183	6.886085	7.063183
O60888	179	sp|O60888|CUTA_HUMAN	6.950876	7.303193	7.117304	7.303193
O60890	802	sp|O60890|OPHN1_HUMAN	6.419625	NA	5.833938	6.419625
O60907	577	sp|O60907|TBL1X_HUMAN	5.937006	6.103291	6.790946	6.790946
O60921	280	sp|O60921|HUS1_HUMAN	6.2002715	5.898034	6.853272	6.853272
O60925	122	sp|O60925|PFD1_HUMAN	7.87328	7.6474785	7.706043	7.87328
O60927	126	sp|O60927|PP1RB_HUMAN	7.336039	7.08257	7.961003	7.961003
O60934	754	sp|O60934|NBN_HUMAN	6.028002	5.4159075	6.976318	6.976318
O60936	208	sp|O60936|NOL3_HUMAN	6.9978495	6.255128	7.1286525	7.1286525
O60941	627	sp|O60941|DTNB_HUMAN	NA	6.575673	6.6798475	6.6798475
O60942	597	sp|O60942|MCE1_HUMAN	6.137826	6.838358	6.670079	6.838358
O75027	752	sp|O75027|ABCB7_HUMAN	5.888168	6.903122	7.082534	7.082534
O75031	334	sp|O75031|HSF2B_HUMAN	NA	NA	7.37092	7.37092
O75044	1071	sp|O75044|SRGP2_HUMAN	6.4935285	6.395973	7.078348	7.078348
O75054	1194	sp|O75054|IGSF3_HUMAN	5.820064	NA	NA	5.820064
O75061	913	sp|O75061|AUXI_HUMAN	NA	6.09854	6.707238	6.707238
O75063	409	sp|O75063|XYLK_HUMAN	6.531696	6.195133	6.809903	6.809903
O75072	461	sp|O75072|FKTN_HUMAN	NA	NA	5.986194	5.986194
O75083	606	sp|O75083|WDR1_HUMAN	7.564737	7.6168265	7.878108	7.878108
O75093	1534	sp|O75093|SLIT1_HUMAN	NA	NA	6.800263	6.800263
O75110	1047	sp|O75110|ATP9A_HUMAN	NA	NA	6.647549	6.647549
O75113	896	sp|O75113|N4BP1_HUMAN	6.661197	NA	6.375481	6.661197
O75116	1388	sp|O75116|ROCK2_HUMAN	6.88336	7.192995	7.580663	7.580663
O75122	1294	sp|O75122|CLAP2_HUMAN	6.1592735	6.585145	6.963335	6.963335
O75127	700	sp|O75127|PTCD1_HUMAN	6.2059775	5.8333565	7.2326005	7.2326005
O75131	537	sp|O75131|CPNE3_HUMAN	7.462023	7.549007	7.786269	7.786269
O75132	1171	sp|O75132|ZBED4_HUMAN	NA	NA	5.768105	5.768105
O75143	517	sp|O75143|ATG13_HUMAN	NA	5.84052	6.722988	6.722988
O75145	1194	sp|O75145|LIPA3_HUMAN	NA	NA	6.515688	6.515688
O75146	1068	sp|O75146|HIP1R_HUMAN	6.7441455	7.050651	7.3201785	7.3201785
O75147	1896	sp|O75147|OBSL1_HUMAN	NA	6.001431	6.2782795	6.2782795
O75150	1001	sp|O75150|BRE1B_HUMAN	6.517459	6.929086	7.299856	7.299856
O75151	1096	sp|O75151|PHF2_HUMAN	NA	6.333689	6.6168205	6.6168205
O75152	810	sp|O75152|ZC11A_HUMAN	6.670172	6.975225	7.105442	7.105442
O75153	1309	sp|O75153|CLU_HUMAN	6.879015	6.955842	7.420402	7.420402
O75157	780	sp|O75157|T22D2_HUMAN	6.515022	6.678354	7.044187	7.044187
O75164	1064	sp|O75164|KDM4A_HUMAN	5.770675	6.323004	6.773944	6.773944
O75165	2243	sp|O75165|DJC13_HUMAN	6.724939	6.678209	7.093174	7.093174
O75167	634	sp|O75167|PHAR2_HUMAN	NA	NA	4.996096	4.996096
O75170	966	sp|O75170|PP6R2_HUMAN	6.493291	6.772439	6.988374	6.988374
O75175	753	sp|O75175|CNOT3_HUMAN	6.865509	6.931835	7.018433	7.018433
O75179	2603	sp|O75179|ANR17_HUMAN	6.5421175	6.559356	6.9791285	6.9791285
O75182	1162	sp|O75182|SIN3B_HUMAN	6.21442	5.895726	6.678182	6.678182
O75190	326	sp|O75190|DNJB6_HUMAN	6.56234	7.048744	7.3055705	7.3055705
O75191	536	sp|O75191|XYLB_HUMAN	6.577549	6.635133	7.462309	7.462309
O75204	238	sp|O75204|TM127_HUMAN	6.393417	7.114544	7.267547	7.267547
O75208	318	sp|O75208|COQ9_HUMAN	5.726058	6.01431	6.8513585	6.8513585
O75223	188	sp|O75223|GGCT_HUMAN	7.3425845	7.0174595	7.699401	7.699401
O75251	213	sp|O75251|NDUS7_HUMAN	7.0034065	7.395833	7.037188	7.395833
O75306	463	sp|O75306|NDUS2_HUMAN	6.749442	7.049253	7.5084335	7.5084335
O75312	459	sp|O75312|ZPR1_HUMAN	7.079398	6.77665	7.050416	7.079398
O75319	330	sp|O75319|DUS11_HUMAN	6.663352	NA	7.052386	7.052386
O75323	286	sp|O75323|NIPS2_HUMAN	6.439175	7.160168	7.499096	7.499096
O75326	666	sp|O75326|SEM7A_HUMAN	6.679546	6.736622	7.183241	7.183241
O75330	724	sp|O75330|HMMR_HUMAN	6.432973	6.852523	6.917973	6.917973
O75334	1257	sp|O75334|LIPA2_HUMAN	NA	NA	3.984437	3.984437
O75340	191	sp|O75340|PDCD6_HUMAN	7.0771195	7.128582	7.4754165	7.4754165
O75347	108	sp|O75347|TBCA_HUMAN	6.972883	8.069444	7.9116225	8.069444
O75348	118	sp|O75348|VATG1_HUMAN	7.378997	7.309247	7.7054935	7.7054935
O75351	444	sp|O75351|VPS4B_HUMAN	7.0806805	7.4426225	7.7223465	7.7223465
O75352	247	sp|O75352|MPU1_HUMAN	7.209435	5.800958	7.99273	7.99273
O75354	484	sp|O75354|ENTP6_HUMAN	5.994181	6.217405	6.816652	6.816652
O75356	428	sp|O75356|ENTP5_HUMAN	NA	NA	6.750207	6.750207
O75362	1048	sp|O75362|ZN217_HUMAN	6.323912	6.24398	6.871783	6.871783
O75363	584	sp|O75363|BCAS1_HUMAN	4.878257	NA	NA	4.878257
O75367	372	sp|O75367|H2AY_HUMAN	7.387923	7.728792	8.091667	8.091667
O75368	114	sp|O75368|SH3L1_HUMAN	7.158392	7.099194	7.8560055	7.8560055
O75369	2602	sp|O75369|FLNB_HUMAN	7.671275	7.700816	8.119941	8.119941
O75376	2440	sp|O75376|NCOR1_HUMAN	5.917925	7.901	6.433898	7.901
O75379	141	sp|O75379|VAMP4_HUMAN	NA	NA	6.310396	6.310396
O75380	124	sp|O75380|NDUS6_HUMAN	6.875947	6.847301	6.8785595	6.8785595
O75381	377	sp|O75381|PEX14_HUMAN	6.87223	6.6570375	7.486057	7.486057
O75382	744	sp|O75382|TRIM3_HUMAN	6.342807	6.639373	6.775603	6.775603
O75385	1050	sp|O75385|ULK1_HUMAN	NA	NA	6.085754	6.085754
O75386	442	sp|O75386|TULP3_HUMAN	5.610362	6.5516025	NA	6.5516025
O75390	466	sp|O75390|CISY_HUMAN	7.771935	7.927186	8.181529	8.181529
O75391	227	sp|O75391|SPAG7_HUMAN	6.609621	6.146252	7.149254	7.149254
O75394	65	sp|O75394|RM33_HUMAN	7.334594	7.361539	7.625909	7.625909
O75396	215	sp|O75396|SC22B_HUMAN	7.7942395	7.491221	7.702853	7.7942395
O75400	957	sp|O75400|PR40A_HUMAN	7.111649	7.2546045	7.6486565	7.6486565
O75410	805	sp|O75410|TACC1_HUMAN	6.523939	6.059516	6.868468	6.868468
O75414	186	sp|O75414|NDK6_HUMAN	6.3435295	6.788776	6.866282	6.866282
O75417	2590	sp|O75417|DPOLQ_HUMAN	NA	NA	8.058046	8.058046
O75419	566	sp|O75419|CDC45_HUMAN	6.6686455	7.098574	7.527346	7.527346
O75420	1035	sp|O75420|PERQ1_HUMAN	5.804569	6.255899	6.600539	6.600539
O75427	683	sp|O75427|LRCH4_HUMAN	6.762543	6.737033	7.245956	7.245956
O75431	263	sp|O75431|MTX2_HUMAN	7.1234485	7.5277155	7.5567525	7.5567525
O75436	327	sp|O75436|VP26A_HUMAN	7.480783	7.574887	7.527359	7.574887
O75438	58	sp|O75438|NDUB1_HUMAN	7.411182	NA	7.894228	7.894228
O75439	489	sp|O75439|MPPB_HUMAN	7.150836	7.18673	7.669772	7.669772
O75446	220	sp|O75446|SAP30_HUMAN	6.5186885	NA	7.237393	7.237393
O75448	989	sp|O75448|MED24_HUMAN	6.239275	6.403052	6.723349	6.723349
O75449	491	sp|O75449|KTNA1_HUMAN	5.883928	NA	6.571056	6.571056
O75459	146	sp|O75459|PAGE1_HUMAN	6.122445	NA	NA	6.122445
O75475	530	sp|O75475|PSIP1_HUMAN	7.29609	7.1450865	7.559988	7.559988
